Tiempo (s),Masa (kg),Cantidad de Cuerda (m),Altura (m),Posicion (m),Velocidad (m/s),Constante de Elasticidad (N/m),Constante del Aire,Gravedad (m/s2)
40.09996,61.0,187,240.0,54.118923,-0.28905106,12.0,11.081667,9.81
40.19996,61.0,187,240.0,54.031246,-0.34550977,12.0,11.081667,9.81
40.299957,61.0,187,240.0,53.93753,-0.40032327,12.0,11.081667,9.81
40.399956,61.0,187,240.0,53.83805,-0.4534182,12.0,11.081667,9.81
40.499954,61.0,187,240.0,53.733093,-0.5047333,12.0,11.081667,9.81
40.599953,61.0,187,240.0,53.62295,-0.5542042,12.0,11.081667,9.81
40.69995,61.0,187,240.0,53.507915,-0.6017736,12.0,11.081667,9.81
40.79995,61.0,187,240.0,53.38829,-0.64738643,12.0,11.081667,9.81
40.89995,61.0,187,240.0,53.264366,-0.69099844,12.0,11.081667,9.81
40.999947,61.0,187,240.0,53.136456,-0.732564,12.0,11.081667,9.81
41.099945,61.0,187,240.0,53.00486,-0.7720436,12.0,11.081667,9.81
41.199944,61.0,187,240.0,52.869896,-0.8094004,12.0,11.081667,9.81
41.299942,61.0,187,240.0,52.731853,-0.8446085,12.0,11.081667,9.81
